id;companyId;containerId;createdAt;customer;customerAge;customerRegion;voucher;idVoucher;displayId;engineId;engineName;engineType;extraInfo;integrated;integrationId;isTest;orderTiming;orderType;salesChannel;scheduledAt;status;preparationTime;takeOutTimeInSeconds;totalAmount;updatedAt;version
931;SAXJX3O4TZ;CO9XEP58;01/07/2025 20:02;912;27;CENTRO OESTE;FALSO;;H0HUI0;BXXOWW;DirectOrder;APP;;FALSO;1837;VERDADEIRO;IMMEDIATE;INDOOR;SITE;;PLACED;49;2986;34.1;02/07/2025 7:40;v3.1.9
932;A56PKNR37L;9THN45S2;13/01/2025 16:18;603;22;NORTE;VERDADEIRO;NovoCanolli;6KVA65;I5FGPH;IfoodBridge;POS;Alias corrupti doloremque sint.;VERDADEIRO;9414;FALSO;SCHEDULED;DELIVERY;EPADOCA;13/01/2025 23:18;CONCLUDED;85;1974;39.5;14/01/2025 0:35;v3.3.5
933;DIPCTNRMNG;7L8HDDKT;15/05/2025 14:18;238;19;CENTRO OESTE;FALSO;;OCMZ53;RZ6UVU;CannoliEngine;WEB;Facere veritatis ad itaque sit.;VERDADEIRO;1088;FALSO;IMMEDIATE;INDOOR;99FOOD;;PENDING;43;3235;19.61;15/05/2025 18:39;v1.3.1
934;JETLIH5S0Z;BYD0807K;18/06/2025 12:25;375;24;SUL;FALSO;;NN2XI0;8RPICE;DirectOrder;WEB;;FALSO;3787;FALSO;IMMEDIATE;TAKEOUT;IFOOD;;CONCLUDED;36;3486;42.23;18/06/2025 12:47;v1.6.0
935;MIC9Q8HMT1;QE5OU4H7;30/03/2025 5:07;521;32;SUDESTE;FALSO;;7U8XHF;MM8X14;DirectOrder;APP;;FALSO;8269;FALSO;IMMEDIATE;DELIVERY;99FOOD;;PLACED;27;3362;56.75;30/03/2025 15:32;v1.2.4
936;WGH71ZE6B8;994RTSV4;04/07/2025 6:30;288;31;NORTE;FALSO;;6SZ6O5;RYJU5V;CannoliEngine;POS;Dolorum non eius dolore.;VERDADEIRO;6967;FALSO;IMMEDIATE;TAKEOUT;WHATSAPP;;CONCLUDED;76;2347;51.21;05/07/2025 0:30;v2.1.0
937;9FWPA4RLUC;DRUFD6FB;30/09/2024 3:20;991;51;NORDESTE;FALSO;;RMWV68;4O5LYB;IfoodBridge;POS;;FALSO;4426;FALSO;SCHEDULED;DELIVERY;WHATSAPP;03/10/2024 0:20;PLACED;48;3274;45.64;30/09/2024 12:45;v3.5.7
938;XRFMTNWSTK;WQ1MVKZN;01/11/2024 15:39;918;27;SUL;FALSO;;UGQ7QV;R7L76B;CannoliEngine;APP;Error quas beatae iste provident quia.;VERDADEIRO;2968;FALSO;SCHEDULED;TAKEOUT;ANOTAAI;04/11/2024 9:39;DISPATCHED;73;2706;41.67;02/11/2024 2:44;v3.4.4
939;HH0SI33CL2;HZE6I9RK;23/01/2025 23:52;262;25;NORDESTE;VERDADEIRO;NovoCanolli;98JVVH;FZKV5A;CannoliEngine;APP;;FALSO;9528;FALSO;SCHEDULED;DELIVERY;ANOTAAI;26/01/2025 13:52;CONFIRMED;39;2231;89.54;24/01/2025 1:16;v3.0.1
940;I8WO6191BV;W85KJYCM;11/11/2024 10:04;627;27;SUDESTE;VERDADEIRO;NovoCanolli;8754UY;WVJ8AC;CannoliEngine;APP;Unde error iusto tempore architecto ducimus quos.;VERDADEIRO;4076;FALSO;IMMEDIATE;TAKEOUT;WHATSAPP;;CONCLUDED;58;3061;60.78;12/11/2024 0:39;v3.9.8
941;UDO2NJ3GLX;A3OAMHM1;31/12/2024 11:43;998;31;SUL;VERDADEIRO;NovoCanolli;6V7492;9RFAW0;IfoodBridge;APP;Repellendus molestiae nemo praesentium vel aut odio.;VERDADEIRO;8620;FALSO;IMMEDIATE;INDOOR;EPADOCA;;CONCLUDED;61;2332;22.45;31/12/2024 22:49;v1.4.1
942;SIM4ADCF06;YOQHQ9Y8;30/07/2025 21:05;191;22;CENTRO OESTE;FALSO;;CQ1F6A;B06NTN;DirectOrder;POS;Eligendi illo sed est voluptas.;FALSO;8218;FALSO;IMMEDIATE;DELIVERY;EPADOCA;;PENDING;22;2933;53.66;30/07/2025 23:01;v2.0.1
943;II764TB76G;IN1XWXBN;16/07/2025 7:47;235;25;CENTRO OESTE;VERDADEIRO;Canolli10;ZBVH1K;HPY81H;DirectOrder;APP;;VERDADEIRO;4334;FALSO;SCHEDULED;TAKEOUT;DELIVERYVIP;18/07/2025 10:47;CONFIRMED;60;2857;64.14;16/07/2025 19:42;v3.5.1
944;2JSNG38588;887N5CMS;13/05/2025 10:53;280;21;SUDESTE;FALSO;;Z5TJRQ;YAFV3Y;CannoliEngine;POS;;VERDADEIRO;2261;VERDADEIRO;SCHEDULED;DELIVERY;IFOOD;14/05/2025 14:53;CONCLUDED;18;2401;29.79;14/05/2025 3:31;v2.0.5
945;7I4TDPCB79;R47URMIQ;31/03/2025 23:52;176;19;SUDESTE;VERDADEIRO;NovoCanolli;WIG8IB;HBHU6D;CannoliEngine;POS;;VERDADEIRO;3523;FALSO;IMMEDIATE;DELIVERY;ANOTAAI;;CONFIRMED;90;691;25.8;01/04/2025 19:06;v3.1.7
946;741Z4CX1GZ;DCZT8SI6;16/08/2025 12:08;567;32;SUDESTE;VERDADEIRO;Canolli20;HKFOJJ;31DR3N;CannoliEngine;APP;Aspernatur nemo ea veniam laudantium repellendus hic aperiam.;FALSO;5291;FALSO;SCHEDULED;INDOOR;EPADOCA;19/08/2025 0:08;CONCLUDED;30;3199;43.49;17/08/2025 3:22;v1.3.6
947;F8SY1VU2AE;38LUK3P1;15/08/2025 4:35;488;24;SUL;VERDADEIRO;NovoCanolli;DBQ0UT;OTYT9E;KDSPro;WEB;;VERDADEIRO;1812;FALSO;SCHEDULED;DELIVERY;99FOOD;17/08/2025 14:35;CONCLUDED;29;3101;105.49;15/08/2025 19:18;v3.9.6
948;X6R95HQZQQ;24WD85YW;28/01/2025 2:03;893;30;SUL;FALSO;;4H2INC;U3R895;IfoodBridge;POS;Voluptatum doloribus voluptate nostrum reiciendis.;VERDADEIRO;3690;VERDADEIRO;IMMEDIATE;DELIVERY;99FOOD;;CONFIRMED;43;1597;82.61;28/01/2025 8:46;v3.3.9
949;ODR5O8A29L;ZU3VQVT3;07/08/2025 14:14;413;21;SUL;FALSO;;LD0ONN;X1NPXU;CannoliEngine;WEB;;VERDADEIRO;9303;FALSO;SCHEDULED;TAKEOUT;DELIVERYVIP;08/08/2025 8:14;PENDING;75;393;52.77;08/08/2025 3:20;v2.5.0
950;3HZMNF81YB;M6M9D1VQ;28/01/2025 2:52;681;23;SUDESTE;FALSO;;9YUNB9;WPLNCO;DirectOrder;APP;;FALSO;2159;FALSO;IMMEDIATE;TAKEOUT;ANOTAAI;;DISPATCHED;63;3042;86.44;28/01/2025 5:02;v3.3.1
951;273N3BYAFB;7CQFAJY4;03/04/2025 21:06;312;24;SUDESTE;VERDADEIRO;NovoCanolli;01MNPV;NU0VNH;IfoodBridge;APP;Consequuntur perferendis neque delectus neque.;VERDADEIRO;7773;FALSO;SCHEDULED;TAKEOUT;ANOTAAI;04/04/2025 17:06;CONFIRMED;41;2197;33.86;04/04/2025 6:18;v1.9.0
952;2R6Y78PI0Y;VBQFQZA2;05/07/2025 11:23;112;27;SUDESTE;VERDADEIRO;NovoCanolli;CWXGTT;DE29SM;IfoodBridge;WEB;;VERDADEIRO;9457;FALSO;SCHEDULED;TAKEOUT;IFOOD;08/07/2025 1:23;PENDING;52;1679;28.34;05/07/2025 13:13;v2.4.1
953;BBJHC552AO;L5TU2K1R;23/03/2025 10:33;868;24;SUL;VERDADEIRO;Canolli20;8WJHC9;4P6TU1;IfoodBridge;POS;Temporibus adipisci nostrum id ad.;FALSO;8913;FALSO;SCHEDULED;DELIVERY;WHATSAPP;25/03/2025 1:33;CONCLUDED;35;1896;132.79;23/03/2025 17:46;v1.7.3
954;RT9XVWZVJV;PQURCSN0;08/04/2025 1:22;289;33;SUL;FALSO;;N2MKIK;JKP64W;DirectOrder;APP;;FALSO;2460;FALSO;IMMEDIATE;INDOOR;EPADOCA;;PLACED;12;811;50.46;08/04/2025 15:48;v2.8.2
955;BZF0ZRFOGL;TE58ZUB9;02/09/2025 12:30;927;29;CENTRO OESTE;FALSO;;DVTN4M;C5MWC7;KDSPro;WEB;;FALSO;9973;FALSO;SCHEDULED;INDOOR;ANOTAAI;03/09/2025 16:30;CONCLUDED;11;2877;54.11;02/09/2025 18:54;v1.1.5
956;HQYLSV0Z3O;LLD56E4V;04/02/2025 23:38;929;18;SUDESTE;FALSO;;VGQB4R;0FWNH2;KDSPro;APP;;VERDADEIRO;6978;FALSO;SCHEDULED;INDOOR;EPADOCA;05/02/2025 14:38;PLACED;80;1310;22.8;05/02/2025 8:55;v2.0.1
957;G1OU8ISJ08;V0B9Z2QA;14/06/2025 3:08;154;50;SUL;FALSO;;RH8GWZ;VYCUYS;KDSPro;APP;;VERDADEIRO;2879;FALSO;IMMEDIATE;TAKEOUT;EPADOCA;;CONFIRMED;43;1690;39.93;14/06/2025 14:58;v3.6.5
958;QMII32UPC8;6MY5SW0Y;30/10/2024 1:57;935;44;SUDESTE;VERDADEIRO;NovoCanolli;0U41KS;UV49HE;DirectOrder;APP;;FALSO;6523;FALSO;SCHEDULED;INDOOR;IFOOD;01/11/2024 20:57;CONFIRMED;52;1528;20.48;30/10/2024 21:29;v1.8.3
959;H2TWLLJUE0;RU90S77F;13/12/2024 12:12;772;26;SUDESTE;FALSO;;DZL5L3;V7724N;DirectOrder;WEB;;FALSO;6681;FALSO;IMMEDIATE;DELIVERY;SITE;;CONCLUDED;49;2764;45.96;13/12/2024 12:27;v3.2.5
960;A6BY9A6JDP;0AWBCSQW;02/02/2025 14:19;922;22;NORDESTE;FALSO;;V2YKXK;QN29O2;DirectOrder;APP;;VERDADEIRO;1576;FALSO;SCHEDULED;INDOOR;ANOTAAI;02/02/2025 22:19;PLACED;74;1655;37.28;03/02/2025 8:32;v1.1.8
961;ZLKQOBRBLP;7VSV7UDR;05/08/2025 15:27;410;19;CENTRO OESTE;VERDADEIRO;NovoCanolli;PCMSQC;LB50DE;KDSPro;POS;;VERDADEIRO;6307;FALSO;SCHEDULED;DELIVERY;SITE;07/08/2025 0:27;PLACED;23;201;35.12;06/08/2025 3:03;v3.1.2
962;V2BA738EJB;D0FI9J0R;14/03/2025 22:58;700;26;SUDESTE;FALSO;;7WUN1T;1V5B6F;DirectOrder;WEB;;VERDADEIRO;2398;FALSO;IMMEDIATE;INDOOR;99FOOD;;PLACED;35;2282;74.01;15/03/2025 7:21;v1.9.1
963;58VXC9AA8N;EUQAQ0IW;11/02/2025 13:10;606;21;SUDESTE;VERDADEIRO;NovoCanolli;99WS4D;6Q0UUK;KDSPro;POS;;VERDADEIRO;6784;FALSO;SCHEDULED;INDOOR;WHATSAPP;13/02/2025 1:10;CANCELED;44;2686;24.78;12/02/2025 9:03;v3.2.0
964;K1S6UNZF7U;8KEBXUKX;20/12/2024 9:53;137;27;SUDESTE;VERDADEIRO;NovoCanolli;M93IWU;G6RTRE;KDSPro;APP;Voluptatibus dolore quisquam at.;VERDADEIRO;2790;FALSO;IMMEDIATE;INDOOR;SITE;;DISPATCHED;33;830;74.5;21/12/2024 0:26;v1.7.8
965;2HLPXTNZFM;8JV1USP9;30/07/2025 19:33;568;30;NORDESTE;FALSO;;1BZUJW;E2KXZ4;DirectOrder;POS;Ratione ab temporibus itaque.;FALSO;2300;FALSO;IMMEDIATE;TAKEOUT;99FOOD;;PENDING;48;1557;31.34;31/07/2025 6:39;v1.0.5
966;7Q44CF33XS;4NFW6D56;15/10/2024 15:33;800;27;SUL;FALSO;;IFN1NP;PBQEW2;CannoliEngine;WEB;Illum eius aliquam est.;VERDADEIRO;7424;VERDADEIRO;IMMEDIATE;TAKEOUT;DELIVERYVIP;;CONCLUDED;82;1886;44.86;16/10/2024 8:21;v3.0.3
967;PUMO6U34BT;A5B205PE;17/05/2025 22:15;255;24;SUL;FALSO;;WMRJCD;CIUZA5;IfoodBridge;POS;;VERDADEIRO;2021;FALSO;SCHEDULED;INDOOR;SITE;19/05/2025 4:15;PENDING;78;1638;46.36;18/05/2025 1:47;v3.1.4
968;A76J360OHK;J6FFZ5UM;07/08/2025 3:42;753;32;CENTRO OESTE;VERDADEIRO;NovoCanolli;8NTD2G;BRGZAO;KDSPro;WEB;;VERDADEIRO;5413;FALSO;IMMEDIATE;TAKEOUT;EPADOCA;;PENDING;17;973;47.11;07/08/2025 7:45;v3.0.9
969;K1W68VJ8SE;B2IAA5I7;26/08/2025 23:09;420;21;NORTE;FALSO;;BJPFQH;0Q8HWP;KDSPro;POS;Provident reiciendis labore molestiae eaque quo.;VERDADEIRO;8089;FALSO;SCHEDULED;INDOOR;WHATSAPP;29/08/2025 8:09;CANCELED;90;1339;23.25;27/08/2025 15:41;v3.9.8
970;WEPI3OPNHQ;FL3JE2HN;05/12/2024 22:24;530;51;NORDESTE;VERDADEIRO;NovoCanolli;OB2BLV;JWUD6K;DirectOrder;WEB;Ut unde officia sit quisquam.;VERDADEIRO;8532;FALSO;IMMEDIATE;DELIVERY;ANOTAAI;;CONCLUDED;82;1274;39.74;06/12/2024 1:38;v2.6.1
971;WHDNQLBH19;7WTTGNGW;26/04/2025 1:37;529;20;SUL;VERDADEIRO;NovoCanolli;R0O9TY;917VOF;IfoodBridge;POS;;VERDADEIRO;5316;VERDADEIRO;SCHEDULED;DELIVERY;IFOOD;27/04/2025 8:37;PENDING;89;3506;38.26;26/04/2025 11:31;v1.5.3
972;JK4514408L;N27241MD;11/08/2025 20:56;278;27;SUL;VERDADEIRO;NovoCanolli;HGMBU2;7HUV7N;DirectOrder;WEB;;VERDADEIRO;8923;FALSO;SCHEDULED;TAKEOUT;ANOTAAI;13/08/2025 8:56;CANCELED;54;476;121.16;12/08/2025 6:00;v1.7.6
973;L37A2OB3D9;2IOFO3D4;16/10/2024 14:42;369;29;SUL;FALSO;;1CZJE2;ST3VJQ;CannoliEngine;POS;;VERDADEIRO;2734;FALSO;IMMEDIATE;DELIVERY;WHATSAPP;;PENDING;56;269;39.49;16/10/2024 20:19;v1.3.0
974;IBE4LMU6H2;0FEP4B6A;28/03/2025 1:17;768;23;SUDESTE;FALSO;;R3Z3YP;7K0BL3;KDSPro;APP;;VERDADEIRO;2942;FALSO;IMMEDIATE;INDOOR;WHATSAPP;;PLACED;50;359;13.6;28/03/2025 17:36;v1.0.0
975;LGTHOPSNT9;W3J1BQWD;02/08/2025 15:10;286;24;SUDESTE;FALSO;;Q6LPWL;FNBS1M;DirectOrder;APP;;FALSO;9819;FALSO;IMMEDIATE;DELIVERY;99FOOD;;CONFIRMED;13;975;55.45;02/08/2025 19:33;v3.2.1
976;8R4CU0HVI4;3PT5P5AK;25/05/2025 17:30;291;25;NORDESTE;FALSO;;NJJMC6;SPSHGY;KDSPro;WEB;Ad perferendis beatae aliquid non.;VERDADEIRO;3419;FALSO;IMMEDIATE;TAKEOUT;EPADOCA;;DISPATCHED;89;1272;45.24;25/05/2025 18:52;v1.5.1
977;RXIFGDSLA2;ER8YZ7OR;03/06/2025 14:41;487;26;SUDESTE;VERDADEIRO;Canolli10;MFME4K;VFQZ24;CannoliEngine;WEB;;VERDADEIRO;3182;FALSO;SCHEDULED;INDOOR;WHATSAPP;05/06/2025 23:41;PENDING;66;1485;58.59;04/06/2025 3:12;v3.8.1
978;P5ZE7Z1PHA;FSMZZZJU;24/06/2025 21:29;457;26;SUL;FALSO;;MM9WSC;B5VDVI;DirectOrder;POS;;FALSO;6955;FALSO;SCHEDULED;INDOOR;EPADOCA;25/06/2025 7:29;PLACED;16;992;90.62;25/06/2025 1:00;v1.5.8
979;3A4L16934N;BBOHWAL1;12/02/2025 15:14;739;32;SUDESTE;FALSO;;DVT9U6;N0RGGP;DirectOrder;POS;;VERDADEIRO;5333;FALSO;SCHEDULED;DELIVERY;IFOOD;14/02/2025 19:14;DISPATCHED;21;520;68.48;13/02/2025 8:42;v2.0.2
980;DR4XLFET3K;2N74Q9MY;14/04/2025 15:35;275;27;SUDESTE;FALSO;;338M13;8F5J2M;KDSPro;APP;;VERDADEIRO;7371;FALSO;SCHEDULED;DELIVERY;99FOOD;16/04/2025 5:35;CONCLUDED;27;2494;35.39;14/04/2025 20:02;v3.9.6
981;GU5GEB6ELM;FKYC5ET0;13/10/2024 19:38;675;22;SUDESTE;VERDADEIRO;NovoCanolli;SSY8DA;O5OXLC;KDSPro;POS;Nobis dicta provident.;FALSO;7810;FALSO;IMMEDIATE;INDOOR;DELIVERYVIP;;CONFIRMED;22;1397;63.1;14/10/2024 6:59;v1.5.5
982;NIHJUPEVMY;2EN6ZG8K;16/05/2025 6:12;390;19;CENTRO OESTE;FALSO;;PXMXSQ;H9UG0P;CannoliEngine;POS;;VERDADEIRO;4303;FALSO;SCHEDULED;DELIVERY;WHATSAPP;18/05/2025 16:12;DISPATCHED;54;3172;95.83;16/05/2025 17:52;v1.5.8
983;6ZSQ65U96X;BE9QZJWM;11/02/2025 23:28;768;23;SUDESTE;VERDADEIRO;NovoCanolli;JMB747;YCPFTL;DirectOrder;APP;Accusantium quis perspiciatis nisi ipsum.;VERDADEIRO;2020;FALSO;IMMEDIATE;TAKEOUT;SITE;;CANCELED;82;287;90.17;11/02/2025 23:42;v2.3.8
984;L86FZ47A9Z;BSYX0G87;15/01/2025 22:05;16;19;SUDESTE;FALSO;;LSS171;1IVWBW;DirectOrder;WEB;;VERDADEIRO;4081;VERDADEIRO;SCHEDULED;TAKEOUT;WHATSAPP;17/01/2025 9:05;DISPATCHED;48;1256;27.87;16/01/2025 12:34;v2.7.4
985;XU5WZU4P3W;MRDO89LA;19/06/2025 18:41;424;26;NORDESTE;VERDADEIRO;NovoCanolli;W84WXB;XJ9UCU;KDSPro;POS;Sequi aperiam voluptas minus nisi.;VERDADEIRO;2893;FALSO;SCHEDULED;INDOOR;ANOTAAI;20/06/2025 5:41;CONFIRMED;83;1528;33.31;19/06/2025 21:43;v1.3.5
986;ZLS49DLDGX;2JAVHXQL;10/12/2024 13:41;280;21;SUDESTE;FALSO;;9T274O;O1HPGR;CannoliEngine;POS;;FALSO;8808;FALSO;SCHEDULED;TAKEOUT;ANOTAAI;12/12/2024 6:41;CANCELED;29;3595;74.84;10/12/2024 21:28;v2.2.1
987;6JLS602EPD;IJ1KGCVK;26/12/2024 15:15;563;33;SUDESTE;VERDADEIRO;NovoCanolli;D5AUB8;D0FBF2;KDSPro;WEB;;VERDADEIRO;3924;FALSO;SCHEDULED;INDOOR;IFOOD;29/12/2024 1:15;CONCLUDED;56;398;130.39;27/12/2024 7:03;v3.3.0
988;TU4U0VITJB;BQ4OXV8Y;29/07/2025 17:19;237;38;NORTE;FALSO;;G4JDVD;WYG4VD;IfoodBridge;POS;;FALSO;5260;FALSO;IMMEDIATE;INDOOR;EPADOCA;;CANCELED;43;810;125.51;29/07/2025 23:24;v3.1.0
989;IB79BYFQHJ;CWLCKSA6;24/01/2025 3:40;383;55;SUDESTE;VERDADEIRO;NovoCanolli;5MJ0B1;28NWU4;KDSPro;APP;Dolor dolorum tempore eos.;VERDADEIRO;3356;FALSO;SCHEDULED;INDOOR;99FOOD;24/01/2025 13:40;DISPATCHED;51;159;80.79;24/01/2025 21:59;v2.2.3
990;WXFUKTN81H;CK19AD82;15/07/2025 3:54;94;32;SUDESTE;VERDADEIRO;Canolli20;E7IF49;VIAEQA;KDSPro;APP;Aperiam cumque reprehenderit mollitia tempora nobis esse.;VERDADEIRO;4394;FALSO;SCHEDULED;TAKEOUT;WHATSAPP;16/07/2025 14:54;CONFIRMED;72;206;63.35;15/07/2025 7:44;v1.8.1
991;K0Q1FIA793;VOPWC3QS;17/08/2025 19:06;759;27;CENTRO OESTE;FALSO;;MXJJDQ;1CPFCH;KDSPro;WEB;;VERDADEIRO;2982;FALSO;IMMEDIATE;DELIVERY;ANOTAAI;;PENDING;82;2230;19.22;18/08/2025 4:17;v1.0.9
992;2O2K3UPEKC;B5E0FNVD;21/03/2025 20:02;791;27;SUL;VERDADEIRO;Canolli20;HF0XDK;QZU3CT;CannoliEngine;POS;;VERDADEIRO;3680;FALSO;IMMEDIATE;DELIVERY;DELIVERYVIP;;PLACED;70;2421;29.62;22/03/2025 5:13;v1.1.1
993;AEO2NEIWSE;YHPHDXX9;19/08/2025 19:23;421;27;SUL;VERDADEIRO;NovoCanolli;UHEXD6;38YVUA;KDSPro;APP;Provident cum asperiores consequuntur neque distinctio impedit.;FALSO;8747;FALSO;SCHEDULED;TAKEOUT;WHATSAPP;21/08/2025 6:23;CONCLUDED;47;2125;109.26;20/08/2025 12:26;v2.4.9
994;T1BGDDZHXE;OHDVHROR;15/03/2025 5:33;61;27;NORDESTE;VERDADEIRO;NovoCanolli;UKXU73;N6LJME;IfoodBridge;APP;;FALSO;2033;FALSO;IMMEDIATE;INDOOR;SITE;;CANCELED;52;2599;15.19;15/03/2025 9:45;v1.6.4
995;KZKA3E06VH;RUJ749F5;25/06/2025 14:18;927;29;CENTRO OESTE;FALSO;;3CQ1DQ;92MX8N;IfoodBridge;WEB;;VERDADEIRO;1269;FALSO;IMMEDIATE;DELIVERY;SITE;;DISPATCHED;84;2852;55.9;25/06/2025 15:17;v2.5.2
996;XLIX5BLGU8;2FN4RLYF;15/06/2025 1:34;580;24;SUL;VERDADEIRO;Canolli10;WAOUJI;WKCJWQ;DirectOrder;WEB;;VERDADEIRO;9162;FALSO;IMMEDIATE;INDOOR;WHATSAPP;;PENDING;45;1866;143.11;15/06/2025 16:44;v2.0.6
997;GYAFH8UDBW;80N6HLO6;06/07/2025 14:52;500;33;SUDESTE;VERDADEIRO;Canolli10;50QGEO;XN40PZ;DirectOrder;POS;;VERDADEIRO;5564;FALSO;SCHEDULED;TAKEOUT;WHATSAPP;06/07/2025 17:52;CANCELED;60;2159;77.23;06/07/2025 18:07;v3.5.7
998;FT1F1BT6HH;8ZQBUF45;07/07/2025 22:56;275;27;SUDESTE;FALSO;;NTUQ7S;WPMU6G;DirectOrder;APP;;FALSO;7777;FALSO;IMMEDIATE;TAKEOUT;WHATSAPP;;DISPATCHED;36;2435;55.09;08/07/2025 10:36;v3.8.4
999;HGNHICH3I9;ORHRC7OI;16/09/2024 19:54;649;59;SUDESTE;VERDADEIRO;NovoCanolli;T17JB1;GSWRGI;CannoliEngine;APP;;VERDADEIRO;1793;FALSO;IMMEDIATE;INDOOR;ANOTAAI;;CONCLUDED;43;3085;14.94;17/09/2024 6:50;v1.6.1
1000;FW1G4YR066;NTMX5GRQ;29/11/2024 22:13;158;37;SUDESTE;FALSO;;B7UKLA;WNUOTS;DirectOrder;WEB;;VERDADEIRO;2853;FALSO;IMMEDIATE;DELIVERY;DELIVERYVIP;;CONFIRMED;8;1057;49.04;30/11/2024 11:04;v3.8.5
1001;M490VI0AOQ;X8PLPTMT;23/11/2024 23:02;275;27;SUDESTE;VERDADEIRO;NovoCanolli;JKLMTB;XCLQOZ;IfoodBridge;WEB;;VERDADEIRO;5201;FALSO;SCHEDULED;INDOOR;WHATSAPP;26/11/2024 6:02;PENDING;46;2447;45.61;24/11/2024 12:37;v2.5.4
1002;CPOXT76PS4;2ENMY8U9;13/04/2025 22:39;234;33;CENTRO OESTE;VERDADEIRO;NovoCanolli;X16H34;WWI60G;CannoliEngine;WEB;;FALSO;1354;VERDADEIRO;SCHEDULED;INDOOR;IFOOD;14/04/2025 1:39;DISPATCHED;57;2653;74.45;14/04/2025 10:52;v2.2.3
1003;JM7KW3SPKS;337J5ZE5;26/12/2024 18:55;952;27;NORTE;FALSO;;LAJCJG;5U5LKF;CannoliEngine;WEB;Incidunt beatae voluptatibus ab.;VERDADEIRO;5519;FALSO;SCHEDULED;TAKEOUT;EPADOCA;27/12/2024 3:55;PENDING;48;2828;40.2;27/12/2024 14:32;v2.3.4
1004;QS7DKQNHVY;MQ1A3QS4;26/09/2024 12:20;999;40;NORDESTE;VERDADEIRO;NovoCanolli;GGP3M0;R20G15;KDSPro;POS;;FALSO;2126;FALSO;SCHEDULED;INDOOR;ANOTAAI;28/09/2024 4:20;PLACED;34;465;19.19;27/09/2024 2:33;v2.8.8
1005;8NOJETZ8SU;M6ZV6061;21/02/2025 19:37;595;44;NORTE;FALSO;;ZV5E8T;WGESNX;KDSPro;APP;Illo corrupti ipsam velit numquam alias numquam voluptatem.;VERDADEIRO;8086;FALSO;IMMEDIATE;INDOOR;EPADOCA;;CANCELED;17;1574;22.74;22/02/2025 8:14;v3.8.4
1006;WNUC5ZAOMN;6A1L9HOO;02/03/2025 18:48;128;22;SUL;FALSO;;P7SL1J;EIX1W2;IfoodBridge;WEB;Quo quo libero autem earum quae accusamus harum.;FALSO;8917;FALSO;SCHEDULED;TAKEOUT;IFOOD;04/03/2025 6:48;PENDING;87;1617;31.21;03/03/2025 10:49;v3.8.2
1007;8KBNKOJ1VT;4V7D4RIB;23/04/2025 17:21;89;30;SUDESTE;VERDADEIRO;Canolli10;CRCGOH;J8GL7P;KDSPro;POS;;VERDADEIRO;6992;FALSO;SCHEDULED;DELIVERY;IFOOD;24/04/2025 1:21;PLACED;76;3072;171.55;23/04/2025 22:42;v2.7.4
1008;JS0AQIUMOK;TD3FKS2H;10/05/2025 5:52;98;24;SUL;FALSO;;2T610Y;X4JUT3;KDSPro;WEB;Iste repellendus quos in minima.;VERDADEIRO;2845;FALSO;IMMEDIATE;DELIVERY;EPADOCA;;CANCELED;86;2151;18.05;10/05/2025 9:55;v3.6.7
1009;ASZXSKUBH0;Y8ND2YLX;21/04/2025 5:58;225;24;SUDESTE;VERDADEIRO;Canolli20;DYQPTY;5X7IAT;KDSPro;WEB;;VERDADEIRO;1918;FALSO;IMMEDIATE;TAKEOUT;99FOOD;;CONFIRMED;24;1191;14.16;21/04/2025 19:17;v1.1.2
1010;DKDESQO62G;7J0F8SKE;17/03/2025 21:33;794;39;NORDESTE;FALSO;;5NTXYB;Z9M7SA;IfoodBridge;WEB;;VERDADEIRO;5005;FALSO;SCHEDULED;INDOOR;99FOOD;20/03/2025 11:33;PENDING;7;1916;58.25;18/03/2025 4:16;v1.7.2
1011;QOL3WSP524;0SFKRG76;26/03/2025 23:19;55;26;SUDESTE;FALSO;;PZEXBS;913S7K;CannoliEngine;WEB;;VERDADEIRO;9093;FALSO;SCHEDULED;DELIVERY;ANOTAAI;27/03/2025 23:19;CANCELED;72;651;22.38;27/03/2025 11:37;v2.8.1
1012;DE1J1J45XU;48BOKNJW;12/04/2025 6:20;304;22;SUDESTE;VERDADEIRO;NovoCanolli;BAYSRN;5L5JKU;CannoliEngine;APP;;FALSO;9130;FALSO;IMMEDIATE;TAKEOUT;EPADOCA;;CONCLUDED;8;2573;107.71;12/04/2025 16:08;v1.9.0
1013;EA0S3E34RA;E624SGR3;17/10/2024 2:42;474;33;CENTRO OESTE;FALSO;;3M467R;WK2MMT;CannoliEngine;WEB;;VERDADEIRO;1015;FALSO;IMMEDIATE;INDOOR;DELIVERYVIP;;PENDING;73;2279;21.87;17/10/2024 4:00;v2.0.3
1014;Y4NFY9N12M;HTPV0LK1;13/03/2025 21:57;558;30;SUL;FALSO;;QGQ322;UNZVZ8;CannoliEngine;POS;Exercitationem reprehenderit eligendi ducimus id ullam.;FALSO;3080;FALSO;IMMEDIATE;INDOOR;SITE;;DISPATCHED;13;1245;30.68;14/03/2025 5:13;v1.2.2
